,ID,LtrGrade,Department,Grade,Term_GPA,Course,Name,Age,Attendance,Gender,Latino,Race,ZIP,LAT,LNG,ProfID
376,2016000017,B+,Kinesiology,89.2,3.08,KIN 100,Fundamentals of Nutrition,23,100%,3,No,1,94534,38.244839,-122.135861,40
377,2016000017,B+,Kinesiology,86.56,3.08,KIN 350,Measurments and Evaluation in Kinesiology,23,92.86%,3,No,1,94534,38.244839,-122.135861,50
378,2016000017,A,Business Management,95.12,3.08,MGT 210,Quantitative Business Analysis,23,100%,3,No,1,94534,38.244839,-122.135861,15
380,2016000017,C+,Business Management,77.31,3.08,MKT 320,Principles of Marketing,23,100%,3,No,1,94534,38.244839,-122.135861,0
382,2016000017,B+,Business Management,88.0,3.23,BUS 499,Senior Capstone,23,100%,3,No,1,94534,38.244839,-122.135861,89
383,2016000017,A-,Integrated Core,90.0,3.23,INT 110,Critical Reasoning,23,81.82%,3,No,1,94534,38.244839,-122.135861,29
384,2016000017,B-,Business Management,80.0,3.23,MGT 480,Strategic Management,23,90.91%,3,No,1,94534,38.244839,-122.135861,89
385,2016000018,B+,Natural Sciences,86.0,3.31,BIO 105,Introductory Biology I and LAB,24,100%,3,No,1,91390,34.545587,-118.42009499999999,6
386,2016000018,A,Integrated Core,97.34,3.31,INT 300,Ethics,24,100%,3,No,1,91390,34.545587,-118.42009499999999,29
387,2016000018,A,General Education,97.0,3.31,THE 100,Orthodox Christianity,24,93.33%,3,No,1,91390,34.545587,-118.42009499999999,83
389,2016000018,C+,General Education,77.2,3.31,SPA 100,Spanish I,24,100%,3,No,1,91390,34.545587,-118.42009499999999,19
390,2016000018,C+,Natural Sciences,76.81,2.6,BIO 110,Introductory Biology II and LAB,24,94.44%,3,No,1,91390,34.545587,-118.42009499999999,6
391,2016000018,B+,Kinesiology,86.86,2.6,KIN 300,Applied Kinesiology,24,89.66%,3,No,1,91390,34.545587,-118.42009499999999,40
392,2016000018,C+,General Education,76.46,2.6,SPA 105,Spanish II,24,94.44%,3,No,1,91390,34.545587,-118.42009499999999,19
393,2016000018,B,General Education,84.0,2.6,THE 105,New Testament,24,100%,3,No,1,91390,34.545587,-118.42009499999999,52
394,2016000018,C+,Integrated Core,78.14,2.6,INT 310,Modern European Thought &amp; Culture,24,87.50%,3,No,1,91390,34.545587,-118.42009499999999,28
396,2016000018,B+,Kinesiology,89.25,3.16,KIN 325,Motor Control &amp; Learning,24,96.30%,3,No,1,91390,34.545587,-118.42009499999999,40
397,2016000018,B+,Kinesiology,86.29,3.16,KIN 340,Principles of Health Promotion,24,92.59%,3,No,1,91390,34.545587,-118.42009499999999,50
398,2016000018,B+,Natural Sciences,88.83,3.16,CHE 105,General Chemistry I and LAB,24,75%,3,No,1,91390,34.545587,-118.42009499999999,31
399,2016000018,B-,Kinesiology,82.3,3.16,KIN 350,Measurments and Evaluation in Kinesiology,24,85.71%,3,No,1,91390,34.545587,-118.42009499999999,50
402,2016000018,B,Kinesiology,85.0,3.17,KIN 315,Nutrition for Health &amp; Exercise Performance,24,93.02%,3,No,1,91390,34.545587,-118.42009499999999,77
403,2016000018,B,Kinesiology,84.0,3.17,KIN 370,Health and Fitness Across the Lifespan,24,88.64%,3,No,1,91390,34.545587,-118.42009499999999,40
404,2016000018,A,Kinesiology,95.0,3.17,KIN 380,Socio-Phychological Aspects of Sport &amp; Physical Activity,24,92%,3,No,1,91390,34.545587,-118.42009499999999,40
405,2016000018,B+,Kinesiology,89.0,3.17,KIN 490,Research Methods I,24,91.67%,3,No,1,91390,34.545587,-118.42009499999999,40
408,2016000018,A,Kinesiology,93.67,3.48,KIN 499,Senior Thesis,24,100%,3,No,1,91390,34.545587,-118.42009499999999,40
409,2016000018,P+,Other,100.0,3.48,Chapel,Chapel,24,96.97%,3,No,1,91390,34.545587,-118.42009499999999,46
410,2016000018,B+,General Education,88.16,3.48,WRI 105,College Composition II,24,100%,3,No,1,91390,34.545587,-118.42009499999999,10
411,2016000020,B+,Other,88.0,2.73,FRS 100,Freshman Seminar,20,100%,3,No,1,92128,32.999818,-117.071808,12
412,2016000020,C-,Integrated Core,72.4,2.73,INT 100,Interdisciplinary Studies,20,100%,3,No,1,92128,32.999818,-117.071808,28
414,2016000020,C-,Natural Sciences,70.48,2.73,BIO 105,Introductory Biology I and LAB,20,100%,3,No,1,92128,32.999818,-117.071808,6
415,2016000020,B-,Natural Sciences,80.0,2.73,CHE 105,General Chemistry I and LAB,20,100%,3,No,1,92128,32.999818,-117.071808,31
417,2016000020,A,General Education,93.9,2.73,WRI 100,College Composition I,20,100%,3,No,1,92128,32.999818,-117.071808,54
418,2016000020,D+,Natural Sciences,68.88,2.22,BIO 110,Introductory Biology II and LAB,20,98.15%,3,No,1,92128,32.999818,-117.071808,6
419,2016000020,D,Natural Sciences,64.5,2.22,CHE 110,General Chemistry II and LAB,20,100%,3,No,1,92128,32.999818,-117.071808,31
420,2016000020,B+,Integrated Core,86.17,2.22,INT 110,Critical Reasoning,20,96.88%,3,No,1,92128,32.999818,-117.071808,29
421,2016000020,A,General Education,128.17,2.22,WRI 105,College Composition II,20,94.12%,3,No,1,92128,32.999818,-117.071808,71
423,2016000020,P+,Natural Sciences,100.0,2.22,BIO 390,Journal Club and Scientific Writing,20,100%,3,No,1,92128,32.999818,-117.071808,31
424,2016000020,B,Natural Sciences,83.43,2.6,BIO 305,Human Physiology &amp; Anatomy I,20,85.71%,3,No,1,92128,32.999818,-117.071808,73
425,2016000020,C-,Natural Sciences,71.5,2.6,CHE 215,Organic Chemistry I and LAB,20,100%,3,No,1,92128,32.999818,-117.071808,31
426,2016000020,A,Natural Sciences,96.5,2.6,MTH 110,Calculus I,20,95.65%,3,No,1,92128,32.999818,-117.071808,67
427,2016000020,C,Integrated Core,74.2,2.6,INT 300,Ethics,20,89.29%,3,No,1,92128,32.999818,-117.071808,29
428,2016000020,A,Natural Sciences,98.0,3.62,BIO 225,Genetics and Genomes,20,93.02%,3,No,1,92128,32.999818,-117.071808,73
429,2016000020,A-,Natural Sciences,90.0,3.62,BIO 310,Human Physiology and Anatomy II,20,82.14%,3,No,1,92128,32.999818,-117.071808,73
431,2016000020,A,Integrated Core,101.92,3.62,INT 210,Western Civilization &amp; the Formation of Christendom,20,97.83%,3,No,1,92128,32.999818,-117.071808,20
432,2016000020,A,Natural Sciences,97.0,3.62,MTH 210,Calculus II,20,85.19%,3,No,1,92128,32.999818,-117.071808,25
433,2016000020,C-,General Education,71.5,3.06,SPA 100,Spanish I,20,96.88%,3,No,1,92128,32.999818,-117.071808,19
434,2016000020,A,General Education,96.88,3.06,COM 105,Oral Communication,20,98%,3,No,1,92128,32.999818,-117.071808,41
435,2016000020,A,Integrated Core,99.4,3.06,INT 200,Classical Rhetoric,20,83.33%,3,No,1,92128,32.999818,-117.071808,25
436,2016000020,B,Natural Sciences,85.65,3.06,PHY 105,Physics I and LAB,20,86.49%,3,No,1,92128,32.999818,-117.071808,57
440,2016000021,B,Other,83.0,2.71,FRS 100,Freshman Seminar,20,100%,3,No,5,94531,37.965765000000005,-121.77581799999999,12
442,2016000021,A,General Education,94.9,2.71,WRI 090,Intermediate Composition,20,92.59%,3,No,5,94531,37.965765000000005,-121.77581799999999,54
443,2016000021,C+,Natural Sciences,79.0,2.71,BIO 105,Introductory Biology I and LAB,20,97.92%,3,No,5,94531,37.965765000000005,-121.77581799999999,6
444,2016000021,0,Natural Sciences,0.0,2.71,CHE 105,General Chemistry I and LAB,20,90%,3,No,5,94531,37.965765000000005,-121.77581799999999,31
445,2016000021,C+,Integrated Core,78.0,2.71,INT 100,Interdisciplinary Studies,20,91.18%,3,No,5,94531,37.965765000000005,-121.77581799999999,28
447,2016000021,C+,Natural Sciences,76.74,2.95,BIO 110,Introductory Biology II and LAB,20,96.30%,3,No,5,94531,37.965765000000005,-121.77581799999999,6
448,2016000021,A-,Integrated Core,90.01,2.95,INT 110,Critical Reasoning,20,87.50%,3,No,5,94531,37.965765000000005,-121.77581799999999,29
449,2016000021,B-,General Education,80.0,2.95,MTH 100,College Algebra,20,100%,3,No,5,94531,37.965765000000005,-121.77581799999999,67
451,2016000021,B+,General Education,88.06,2.95,WRI 100,College Composition I,20,85.71%,3,No,5,94531,37.965765000000005,-121.77581799999999,71
452,2016000021,B+,Integrated Core,89.13,2.93,INT 200,Classical Rhetoric,20,84%,3,No,5,94531,37.965765000000005,-121.77581799999999,25
453,2016000021,B,Kinesiology,83.5,2.93,KIN 150,Intro to Athletic Training,20,93.10%,3,No,5,94531,37.965765000000005,-121.77581799999999,51
454,2016000021,B-,Kinesiology,81.64,2.93,KIN 200,Introduction to Kinesiology,20,84.62%,3,No,5,94531,37.965765000000005,-121.77581799999999,40
455,2016000021,B-,General Education,80.25,2.93,WRI 105,College Composition II,20,88%,3,No,5,94531,37.965765000000005,-121.77581799999999,10
457,2016000021,B-,Kinesiology,82.0,2.28,KIN 100,Fundamentals of Nutrition,20,95.24%,3,No,5,94531,37.965765000000005,-121.77581799999999,40
458,2016000021,B,Kinesiology,85.0,2.28,KIN 360,Health Concepts &amp; Disease Prevention,20,90%,3,No,5,94531,37.965765000000005,-121.77581799999999,40
459,2016000021,C-,General Education,70.12,2.28,MTH 105,Introduction to Statistics,20,97.06%,3,No,5,94531,37.965765000000005,-121.77581799999999,15
460,2016000021,D-,General Education,60.0,2.28,THE 105,New Testament,20,80%,3,No,5,94531,37.965765000000005,-121.77581799999999,52
461,2016000021,B+,Integrated Core,88.18,2.28,INT 210,Western Civilization &amp; the Formation of Christendom,20,100%,3,No,5,94531,37.965765000000005,-121.77581799999999,20
490,2016000023,A-,Other,91.5,1.9,FRS 100,Freshman Seminar,20,100%,2,No,2,92064,32.983606,-117.019035,12
491,2016000023,C+,Integrated Core,77.0,1.9,INT 100,Interdisciplinary Studies,20,100%,2,No,2,92064,32.983606,-117.019035,28
492,2016000023,A-,General Education,90.52,1.9,WRI 100,College Composition I,20,96.15%,2,No,2,92064,32.983606,-117.019035,54
493,2016000023,C-,Natural Sciences,70.0,1.9,BIO 105,Introductory Biology I and LAB,20,100%,2,No,2,92064,32.983606,-117.019035,6
494,2016000023,F,Natural Sciences,54.0,1.9,CHE 105,General Chemistry I and LAB,20,100%,2,No,2,92064,32.983606,-117.019035,31
496,2016000023,B+,Arts and Humanities,88.0,3.6,ART 100,Intro to Studio Art &amp; Art History,20,100%,2,No,2,92064,32.983606,-117.019035,39
497,2016000023,A-,Integrated Core,90.1,3.6,INT 110,Critical Reasoning,20,100%,2,No,2,92064,32.983606,-117.019035,29
498,2016000023,A,General Education,95.0,3.6,MTH 100,College Algebra,20,100%,2,No,2,92064,32.983606,-117.019035,67
499,2016000023,A-,General Education,92.78,3.6,WRI 105,College Composition II,20,88.24%,2,No,2,92064,32.983606,-117.019035,71
500,2016000023,B+,Arts and Humanities,88.22,3.6,HIS 200,Special Topics: Civil War and Reconstruction Era,20,100%,2,No,2,92064,32.983606,-117.019035,12
502,2016000023,B,Business Management,85.16,2.92,ECO 115,Principles of Macroeconomics,20,96.88%,2,No,2,92064,32.983606,-117.019035,89
503,2016000023,B+,Integrated Core,86.23,2.92,INT 200,Classical Rhetoric,20,100%,2,No,2,92064,32.983606,-117.019035,25
504,2016000023,B+,Business Management,89.05,2.92,MGT 100,Foundations of Management,20,100%,2,No,2,92064,32.983606,-117.019035,4
505,2016000023,B+,General Education,89.79,2.92,THE 100,Orthodox Christianity,20,100%,2,No,2,92064,32.983606,-117.019035,83
506,2016000023,C-,Business Management,72.63,2.92,MGT 210,Quantitative Business Analysis,20,96.67%,2,No,2,92064,32.983606,-117.019035,15
508,2016000023,A-,General Education,90.0,2.92,CHE 100,Natural World: Chemistry,20,100%,2,No,2,92064,32.983606,-117.019035,63
509,2016000023,B,Business Management,84.0,2.92,ECO 110,Microeconomics,20,100%,2,No,2,92064,32.983606,-117.019035,76
510,2016000023,B+,Integrated Core,87.12,2.92,INT 210,Western Civilization &amp; the Formation of Christendom,20,97.83%,2,No,2,92064,32.983606,-117.019035,20
511,2016000023,B+,Business Management,86.0,2.92,MGT 315,Organizational Behavior,20,100%,2,No,2,92064,32.983606,-117.019035,89
514,2016000023,B-,Business Management,80.41,2.64,ACC 220,Financial Accounting,20,100%,2,No,2,92064,32.983606,-117.019035,79
515,2016000023,B-,Business Management,81.33,2.64,BUS 305,Business Law,20,80%,2,No,2,92064,32.983606,-117.019035,23
516,2016000023,P+,Other,100.0,2.64,Chapel,Chapel,20,100%,2,No,2,92064,32.983606,-117.019035,46
517,2016000023,B+,Business Management,86.06,2.64,MKT 260,Principles of Marketing,20,100%,2,No,2,92064,32.983606,-117.019035,22
518,2016000023,A,General Education,96.38,2.64,COM 105,Oral Communication,20,98%,2,No,2,92064,32.983606,-117.019035,41
519,2016000023,D-,General Education,62.17,2.64,SPA 100,Spanish I,20,96.88%,2,No,2,92064,32.983606,-117.019035,19
562,2016000026,B+,Other,89.0,1.31,FRS 100,Freshman Seminar,20,100%,3,No,2,78009,29.357251,-98.886655,12
564,2016000026,D,Natural Sciences,65.0,1.31,BIO 105,Introductory Biology I and LAB,20,100%,3,No,2,78009,29.357251,-98.886655,6
565,2016000026,0,Natural Sciences,0.0,1.31,CHE 105,General Chemistry I and LAB,20,100%,3,No,2,78009,29.357251,-98.886655,31
566,2016000026,C-,Integrated Core,71.2,1.31,INT 100,Interdisciplinary Studies,20,94.12%,3,No,2,78009,29.357251,-98.886655,28
567,2016000026,C,General Education,74.7,1.31,WRI 090,Intermediate Composition,20,92.59%,3,No,2,78009,29.357251,-98.886655,54
569,2016000026,A-,Arts and Humanities,91.11,3.28,ART 100,Intro to Studio Art &amp; Art History,20,90.91%,3,No,2,78009,29.357251,-98.886655,39
570,2016000026,B-,Arts and Humanities,80.1,3.28,HIS 200,Special Topics: Civil War and Reconstruction Era,20,100%,3,No,2,78009,29.357251,-98.886655,12
571,2016000026,0,General Education,0.0,3.28,THE 105,New Testament,20,100%,3,No,2,78009,29.357251,-98.886655,52
572,2016000026,A,General Education,107.2,3.28,WRI 100,College Composition I,20,85.71%,3,No,2,78009,29.357251,-98.886655,71
574,2016000026,B-,Integrated Core,81.23,3.28,INT 110,Critical Reasoning,20,96.55%,3,No,2,78009,29.357251,-98.886655,29
575,2016000027,A-,Natural Sciences,91.0,3.56,BIO 105,Introductory Biology I and LAB,22,100%,3,No,1,92596,33.665848,-117.04966,6
576,2016000027,B+,Natural Sciences,88.0,3.56,CHE 105,General Chemistry I and LAB,22,96.97%,3,No,1,92596,33.665848,-117.04966,31
577,2016000027,B+,Integrated Core,88.0,3.56,INT 200,Classical Rhetoric,22,100%,3,No,1,92596,33.665848,-117.04966,28
578,2016000027,A,General Education,94.25,3.56,THE 100,Orthodox Christianity,22,86.67%,3,No,1,92596,33.665848,-117.04966,83
580,2016000027,B,Natural Sciences,84.34,3.01,BIO 110,Introductory Biology II and LAB,22,96.30%,3,No,1,92596,33.665848,-117.04966,6
581,2016000027,A-,Natural Sciences,90.0,3.01,BIO 310,Human Physiology and Anatomy II,22,97.22%,3,No,1,92596,33.665848,-117.04966,6
582,2016000027,C+,Natural Sciences,78.0,3.01,CHE 110,General Chemistry II and LAB,22,100%,3,No,1,92596,33.665848,-117.04966,31
583,2016000027,C+,General Education,77.1,3.01,MTH 105,Introduction to Statistics,22,100%,3,No,1,92596,33.665848,-117.04966,15
584,2016000027,A,General Education,117.06,3.01,WRI 105,College Composition II,22,88.24%,3,No,1,92596,33.665848,-117.04966,71
586,2016000027,P+,Natural Sciences,100.0,3.01,BIO 390,Journal Club and Scientific Writing,22,100%,3,No,1,92596,33.665848,-117.04966,31
587,2016000027,B-,Natural Sciences,82.09,3.52,CHE 300,Biochemistry I and LAB,22,97.67%,3,No,1,92596,33.665848,-117.04966,53
588,2016000027,A-,Natural Sciences,91.5,3.52,MTH 110,Calculus I,22,95.65%,3,No,1,92596,33.665848,-117.04966,67
589,2016000027,A-,Integrated Core,91.22,3.52,INT 300,Ethics,22,92.86%,3,No,1,92596,33.665848,-117.04966,29
591,2016000027,A-,General Education,91.86,3.52,ASL 100,American Sign Language I,22,100%,3,No,1,92596,33.665848,-117.04966,82
592,2016000027,A,Natural Sciences,95.9,3.52,BIO 430,Neuroscience,22,80%,3,No,1,92596,33.665848,-117.04966,27
593,2016000027,B+,General Education,88.0,3.53,ASL 105,American Sign Language II,22,86.67%,3,No,1,92596,33.665848,-117.04966,82
594,2016000027,A-,Natural Sciences,90.0,3.53,BIO 225,Genetics and Genomes,22,86.05%,3,No,1,92596,33.665848,-117.04966,73
595,2016000027,B,Natural Sciences,84.0,3.53,CHE 301,Biochemistry II,22,96.43%,3,No,1,92596,33.665848,-117.04966,63
596,2016000027,A-,Integrated Core,92.12,3.53,INT 310,Modern European Thought &amp; Culture,22,96.88%,3,No,1,92596,33.665848,-117.04966,28
597,2016000027,A,Natural Sciences,95.0,3.53,MTH 315,Biostatistics,22,87.50%,3,No,1,92596,33.665848,-117.04966,25
598,2016000027,B-,Natural Sciences,80.29,3.56,BIO 425,Cell Biology,22,82.61%,3,No,1,92596,33.665848,-117.04966,33
600,2016000027,A-,Integrated Core,92.39,3.56,INT 350,"The American Experiment in Politics, Culture &amp; Religion",22,100%,3,No,1,92596,33.665848,-117.04966,20
601,2016000027,A,Psychology,134.07,3.56,PSY 150,Introduction to Psychology,22,73.33%,3,No,1,92596,33.665848,-117.04966,70
603,2016000028,B,Integrated Core,84.0,2.92,INT 300,Ethics,26,92.68%,3,No,1,91901,32.808563,-116.710076,29
604,2016000028,B,Kinesiology,83.36,2.92,KIN 200,Introduction to Kinesiology,26,89.66%,3,No,1,91901,32.808563,-116.710076,40
605,2016000028,A,General Education,94.0,2.92,THE 100,Orthodox Christianity,26,86.67%,3,No,1,91901,32.808563,-116.710076,83
607,2016000028,C,Natural Sciences,74.5,2.92,PHY 105,Physics I and LAB,26,100%,3,No,1,91901,32.808563,-116.710076,31
608,2016000028,B,Natural Sciences,84.68,3.3,BIO 110,Introductory Biology II and LAB,26,98.15%,3,No,1,91901,32.808563,-116.710076,6
609,2016000028,B+,Kinesiology,87.43,3.3,KIN 300,Applied Kinesiology,26,100%,3,No,1,91901,32.808563,-116.710076,40
610,2016000028,A-,Kinesiology,91.27,3.3,KIN 315,Nutrition for Health &amp; Exercise Performance,26,100%,3,No,1,91901,32.808563,-116.710076,40
611,2016000028,B+,General Education,87.0,3.3,THE 105,New Testament,26,100%,3,No,1,91901,32.808563,-116.710076,52
612,2016000028,B+,Integrated Core,88.0,3.3,INT 310,Modern European Thought &amp; Culture,26,100%,3,No,1,91901,32.808563,-116.710076,28
614,2016000028,B+,Kinesiology,87.0,3.33,KIN 325,Motor Control &amp; Learning,26,88.89%,3,No,1,91901,32.808563,-116.710076,40
615,2016000028,A-,Kinesiology,90.82,3.33,KIN 350,Measurments and Evaluation in Kinesiology,26,92.86%,3,No,1,91901,32.808563,-116.710076,50
616,2016000028,P+,Kinesiology,95.0,3.33,KIN 460,Internship,26,100%,3,No,1,91901,32.808563,-116.710076,40
617,2016000028,C+,Natural Sciences,76.33,3.33,CHE 105,General Chemistry I and LAB,26,75%,3,No,1,91901,32.808563,-116.710076,31
618,2016000028,A-,Kinesiology,90.91,3.33,KIN 490,Research Methods I,26,100%,3,No,1,91901,32.808563,-116.710076,40
619,2016000028,A-,Natural Sciences,90.29,3.12,BIO 310,Human Physiology and Anatomy II,26,92.86%,3,No,1,91901,32.808563,-116.710076,73
621,2016000028,B,Kinesiology,84.0,3.12,KIN 240,Exercise Physiology and LAB,26,97.30%,3,No,1,91901,32.808563,-116.710076,50
622,2016000028,B+,Kinesiology,87.0,3.12,KIN 370,Health and Fitness Across the Lifespan,26,84.09%,3,No,1,91901,32.808563,-116.710076,40
623,2016000028,B+,Kinesiology,89.0,3.12,KIN 380,Socio-Phychological Aspects of Sport &amp; Physical Activity,26,92%,3,No,1,91901,32.808563,-116.710076,40
624,2016000028,A,Kinesiology,93.33,3.12,KIN 499,Senior Thesis,26,71.43%,3,No,1,91901,32.808563,-116.710076,40
626,2016000029,A-,Other,91.0,2.9,FRS 100,Freshman Seminar,21,93.75%,2,No,1,93422,35.463544,-120.69291100000001,12
627,2016000029,B+,Integrated Core,89.0,2.9,INT 100,Interdisciplinary Studies,21,91.18%,2,No,1,93422,35.463544,-120.69291100000001,28
628,2016000029,B+,General Education,87.86,2.9,WRI 100,College Composition I,21,88.46%,2,No,1,93422,35.463544,-120.69291100000001,54
630,2016000029,A,General Education,97.0,2.9,THE 100,Orthodox Christianity,21,93.33%,2,No,1,93422,35.463544,-120.69291100000001,83
631,2016000029,A,Arts and Humanities,100.0,2.9,MUS 205,Chorale,21,100%,2,No,1,93422,35.463544,-120.69291100000001,75
633,2016000029,A-,Arts and Humanities,91.75,2.78,ART 100,Intro to Studio Art &amp; Art History,21,81.82%,2,No,1,93422,35.463544,-120.69291100000001,39
